user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-C,Team_CPB-I-median,Team_CPB-O-median,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,Leader_CPB-I,Leader_CPB-O
RWH3312,31.0,34.0,22.0,50.0,28.0,-15.3186,-19.40054,19,17,-16.698,-21.2122,-15.0351142857,-20.0305742857,-16.456,-20.6184,-23.232,-13.8448,
NMV2556,21.0,14.0,39.0,48.0,24.0,-15.2836444444,-19.6484355556,23,17,-16.94,-20.246,-14.9578338462,-19.7247212308,-15.972,-19.9508,-7.744,-13.2816,
UMS0883,40.0,50.0,21.0,16.0,23.0,-13.9977894737,-20.5529578947,18,19,-14.036,-21.4404,-15.0351142857,-20.0305742857,-16.456,-20.6184,-5.324,-23.4636,
VEC1686,42.0,50.0,39.0,21.0,31.0,-14.7870344828,-19.3384,31,26,-16.456,-19.0584,-14.8882043011,-19.4707172043,-16.456,-19.0584,-9.68,-13.872,
AWV0836,42.0,36.0,39.0,34.0,22.0,-15.0290344828,-20.0218551724,25,30,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-12.832,
TSF3478,38.0,37.0,14.0,39.0,31.0,-13.6586440678,-18.4080338983,35,37,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-18.9744,
CHY0083,18.0,34.0,22.0,16.0,32.0,-14.7028444444,-19.7139822222,22,21,-15.972,-20.4708,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.744,-8.0816,
YDM2537,41.0,11.0,38.0,14.0,35.0,-15.3992666667,-19.20414,33,28,-15.972,-17.6108,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-27.828,
GDP1856,37.0,44.0,34.0,26.0,31.0,-15.1913548387,-19.3604774194,17,13,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-19.2764,
JSW0872,21.0,50.0,43.0,35.0,28.0,-13.9977894737,-20.2929578947,19,19,-14.036,-20.1404,-15.0351142857,-20.0305742857,-16.456,-20.6184,-5.324,-23.4636,
KMS0954,46.0,38.0,27.0,17.0,34.0,-16.0130169492,-19.9456813559,27,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-8.228,-20.1892,
MCT0424,23.0,46.0,44.0,16.0,28.0,-15.1388852459,-18.699357377,37,29,-16.94,-17.126,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.296,-28.3344,
RAA1455,45.0,35.0,38.0,41.0,28.0,-14.4393333333,-18.4694,34,30,-15.73,-16.757,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.292,-16.4788,
WBA1786,41.0,23.0,44.0,18.0,27.0,-16.6058095238,-20.5650380952,19,13,-17.666,-21.2474,-14.9578338462,-19.7247212308,-15.972,-19.9508,-20.812,-26.6268,
FRM3431,41.0,22.0,38.0,22.0,34.0,-15.2944,-21.6248266667,21,24,-15.972,-24.3708,-15.4025108696,-20.250498913,-16.94,-20.766,-19.844,-25.8116,
QIT3029,31.0,18.0,27.0,18.0,29.0,-14.8923076923,-19.3015384615,7,5,-16.94,-18.686,-15.3290048309,-19.4859207729,-16.94,-19.206,-6.292,-11.2788,
CGW0692,40.0,12.0,38.0,24.0,27.0,-16.0365333333,-20.95848,26,21,-17.424,-21.9536,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-16.388,
MNN1167,20.0,11.0,16.0,19.0,27.0,-14.6329333333,-18.7191066667,33,29,-16.456,-17.4984,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-14.1536,
LGR1036,19.0,30.0,43.0,36.0,41.0,-15.3589333333,-19.0011733333,9,6,-17.424,-16.2336,-15.3290048309,-19.4859207729,-16.94,-19.206,-10.648,-24.5672,
DDH1041,37.0,36.0,15.0,24.0,27.0,-15.1653333333,-19.3581333333,8,7,-15.972,-15.7908,-15.3290048309,-19.4859207729,-16.94,-19.206,-10.648,-24.5672,
CRP1186,36.0,41.0,30.0,12.0,35.0,-14.3641355932,-19.3723322034,31,28,-16.456,-19.0584,-14.9218758837,-19.382605813,-15.972,-18.9108,-16.94,-26.486,
QHF3151,20.0,15.0,15.0,43.0,25.0,-15.7461333333,-20.6214755556,20,18,-17.908,-21.0612,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.812,-26.1068,
ADM2762,35.0,47.0,17.0,42.0,25.0,-15.1088666667,-18.8729133333,34,29,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-20.9136,
HIS1706,19.0,28.0,37.0,20.0,36.0,-14.5442,-19.17738,10,10,-14.52,-18.728,-15.3290048309,-19.4859207729,-16.94,-19.206,-23.232,-33.0848,
BRW3552,46.0,43.0,18.0,18.0,34.0,-13.497,-18.7469363636,25,27,-11.374,-16.4686,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.712,-14.6168,
GIH0882,36.0,42.0,27.0,44.0,36.0,-14.0996842105,-20.2008736842,19,19,-14.036,-20.1404,-15.0351142857,-20.0305742857,-16.456,-20.6184,-5.324,-23.4636,
ISM2612,17.0,20.0,39.0,31.0,28.0,-13.7270638298,-19.0117191489,27,28,-12.1,-16.69,-14.9218758837,-19.382605813,-15.972,-18.9108,-11.132,-24.7148,
JJE1552,12.0,30.0,42.0,10.0,28.0,-15.5122,-20.09658,19,20,-15.004,-21.7356,-15.0351142857,-20.0305742857,-16.456,-20.6184,-9.68,-10.752,
GHD1450,37.0,42.0,28.0,32.0,25.0,-14.3828666667,-18.53018,34,30,-15.73,-16.757,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.292,-16.4788,
CUM2335,39.0,41.0,10.0,18.0,35.0,-14.5119333333,-19.0548733333,35,31,-14.762,-16.7218,-15.4025108696,-20.250498913,-16.94,-20.766,-10.164,-16.6196,
AHC0232,36.0,13.0,44.0,10.0,25.0,-16.0456521739,-19.1254347826,26,18,-17.182,-17.7198,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-13.352,
TBM3829,20.0,17.0,14.0,13.0,35.0,-14.5676065574,-19.5651409836,28,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
JBT1035,38.0,36.0,26.0,35.0,30.0,-15.1653333333,-18.9768,9,7,-15.972,-15.7908,-15.3290048309,-19.4859207729,-16.94,-19.206,-10.648,-24.5672,
CHU3211,37.0,41.0,36.0,19.0,23.0,-14.7673777778,-19.0287733333,25,23,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-13.184,
AAP0352,35.0,49.0,19.0,39.0,27.0,0,0,0,0,0,0,-15.4396,-19.84044,-16.94,-20.246,-19.36,-26.184,
THB0987,42.0,17.0,39.0,10.0,24.0,-12.342,-20.4038,2,3,-11.374,-20.1086,-14.9255135135,-18.5635567568,-16.456,-18.0184,-19.844,-26.3316,
ABD3426,32.0,32.0,47.0,40.0,24.0,-15.2137333333,-21.4442266667,22,25,-15.972,-24.1108,-15.4025108696,-20.250498913,-16.94,-20.766,-19.844,-25.8116,
KCS0605,50.0,34.0,42.0,41.0,34.0,-15.8246956522,-18.7076173913,27,19,-17.182,-17.4598,-15.1798119658,-19.8936598291,-16.456,-20.6184,-11.132,-15.3548,
MRL2636,23.0,30.0,39.0,20.0,36.0,-15.0820645161,-18.2200516129,38,28,-16.94,-17.646,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-17.4916,
KUS2137,46.0,16.0,31.0,20.0,22.0,-14.9190877193,-22.129354386,17,26,-15.972,-23.5908,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-23.4364,
WFN0926,39.0,36.0,36.0,40.0,36.0,-16.0294237288,-19.7479728814,28,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-4.84,-17.076,
ABM3641,13.0,41.0,43.0,23.0,41.0,-15.2993220339,-20.6622711864,24,28,-16.94,-23.886,-15.0351142857,-20.0305742857,-16.456,-20.6184,-9.68,-24.792,
ABO1173,20.0,14.0,32.0,21.0,23.0,-14.6087333333,-18.6943933333,33,29,-16.456,-17.4984,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-14.1536,
RSE2181,11.0,19.0,43.0,30.0,21.0,-14.8507333333,-20.6055266667,28,32,-14.762,-21.9218,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-20.6888,
DND3309,20.0,30.0,17.0,36.0,29.0,-15.367,-19.5973,19,16,-16.698,-21.2122,-15.0351142857,-20.0305742857,-16.456,-20.6184,-23.232,-13.8448,
CZB3718,19.0,15.0,41.0,41.0,37.0,-15.8590666667,-20.8090266667,27,22,-16.94,-22.586,-15.4025108696,-20.250498913,-16.94,-20.766,-6.776,-17.6664,
RBP1171,41.0,49.0,33.0,21.0,24.0,-14.3264,-18.6082933333,33,30,-15.73,-17.277,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-14.1536,
SRL3525,30.0,20.0,30.0,18.0,33.0,-13.7981016949,-18.6356474576,34,36,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-21.5244,
BHC2049,34.0,31.0,20.0,32.0,29.0,-14.8239069767,-21.2332372093,16,17,-16.456,-23.2184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-23.4432,
XBH0357,42.0,22.0,18.0,38.0,26.0,0,0,0,0,0,0,-16.214,-24.4446,-16.698,-25.3722,-21.296,-14.8144,
IBP1616,39.0,30.0,42.0,25.0,25.0,-14.9539310345,-19.3534344828,31,25,-16.94,-19.206,-14.8882043011,-19.4707172043,-16.456,-19.0584,-19.844,-14.3716,
AEH2020,35.0,17.0,24.0,19.0,25.0,-14.9105964912,-22.1358877193,17,26,-15.972,-23.5908,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-10.9564,
NBN2651,25.0,22.0,46.0,41.0,24.0,-15.3105333333,-18.94308,34,28,-15.972,-17.3508,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-23.148,
GNG2362,46.0,17.0,20.0,36.0,28.0,-15.765704918,-19.6236262295,35,22,-17.424,-18.3136,-14.8882043011,-19.4707172043,-16.456,-19.0584,-7.26,-12.094,
GEB3079,37.0,40.0,50.0,20.0,30.0,-14.7781333333,-19.0204977778,25,23,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-11.132,-22.6348,
JJM3791,41.0,41.0,23.0,19.0,31.0,-15.6493333333,-20.9357333333,26,23,-16.94,-23.366,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-13.2612,
MHS2634,19.0,13.0,47.0,40.0,30.0,-15.2147741935,-18.0927806452,39,28,-16.94,-17.386,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-17.4916,
DLM1680,23.0,24.0,23.0,15.0,26.0,-15.004,-19.4583586207,31,25,-16.94,-19.206,-14.8882043011,-19.4707172043,-16.456,-19.0584,-9.68,-13.872,
WCM3134,21.0,19.0,42.0,49.0,32.0,-15.51,-19.8926363636,23,19,-17.424,-20.1336,-14.9578338462,-19.7247212308,-15.972,-19.9508,-8.228,-12.3892,
KSJ0840,40.0,21.0,27.0,46.0,33.0,-14.3671578947,-20.2550736842,19,18,-16.214,-20.8046,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.94,-19.206,
BCO2338,38.0,41.0,21.0,20.0,29.0,-14.5119333333,-19.03754,35,31,-14.762,-16.7218,-15.4025108696,-20.250498913,-16.94,-20.766,-10.164,-16.6196,
JBW3852,36.0,47.0,30.0,26.0,38.0,-15.3842857143,-20.5887142857,6,6,-18.392,-22.7688,-15.3290048309,-19.4859207729,-16.94,-19.206,-13.068,-25.3052,
DDS3149,48.0,43.0,29.0,27.0,35.0,-14.7458666667,-18.9297688889,25,23,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-25.312,
LMG1061,45.0,44.0,17.0,38.0,28.0,-16.9909473684,-18.4552210526,12,7,-18.876,-17.1964,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
EJM2690,15.0,29.0,25.0,37.0,32.0,-16.0042666667,-19.3597511111,26,16,-18.392,-18.6088,-15.1798119658,-19.8936598291,-16.456,-20.6184,-20.328,-16.5992,
KJD3392,26.0,36.0,39.0,24.0,29.0,-15.1680677966,-19.5117355932,32,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.456,-16.9784,
EBC3242,45.0,40.0,21.0,20.0,33.0,-15.831483871,-19.5724645161,38,23,-17.424,-17.7936,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
CTJ0669,44.0,33.0,48.0,20.0,24.0,-14.8856888889,-18.8337422222,25,22,-15.488,-16.1632,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-12.9092,
DOS1990,37.0,12.0,26.0,45.0,31.0,-15.4645806452,-18.9908967742,36,27,-16.698,-18.3522,-14.9218758837,-19.382605813,-15.972,-18.9108,-12.1,-16.69,
CSP0483,43.0,21.0,18.0,40.0,23.0,-15.9614782609,-18.7606347826,27,18,-17.182,-17.4598,-15.1798119658,-19.8936598291,-16.456,-20.6184,-21.296,-28.3344,
NEA3248,40.0,49.0,21.0,48.0,30.0,-15.7612258065,-19.3162,39,23,-17.424,-17.5336,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
MRH2722,44.0,10.0,22.0,19.0,29.0,-13.8300425532,-19.1758893617,26,28,-12.1,-16.69,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.328,-29.0792,
HLM1007,36.0,16.0,30.0,20.0,27.0,-14.569220339,-19.3643661017,31,27,-16.94,-19.206,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-27.392,
MOS0496,42.0,20.0,36.0,41.0,31.0,-15.5955555556,-20.3791111111,23,18,-17.424,-19.8736,-15.1798119658,-19.8936598291,-16.456,-20.6184,-6.776,-12.4664,
NDK3436,47.0,33.0,22.0,40.0,36.0,-15.2056666667,-21.4417666667,22,25,-15.972,-24.1108,-15.4025108696,-20.250498913,-16.94,-20.766,-19.844,-25.8116,
SMR0338,30.0,16.0,35.0,39.0,25.0,-14.4308421053,-20.3702842105,19,18,-16.214,-20.8046,-15.0351142857,-20.0305742857,-16.456,-20.6184,-5.324,-23.4636,
DNB1999,13.0,41.0,45.0,17.0,22.0,-15.2381935484,-19.1566967742,35,28,-16.456,-18.7984,-14.9218758837,-19.382605813,-15.972,-18.9108,-12.1,-16.69,
BMS0925,30.0,38.0,23.0,31.0,22.0,-16.0130169492,-19.8222915254,28,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-4.84,-17.076,
RRM2175,33.0,49.0,38.0,33.0,33.0,-14.6087333333,-20.5057266667,28,33,-14.036,-20.9204,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-20.6888,
LHG3145,23.0,18.0,23.0,40.0,27.0,-15.0147555556,-18.8615466667,26,22,-15.488,-17.7232,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-25.312,
NQM0084,24.0,39.0,15.0,17.0,34.0,-14.6490666667,-19.6860266667,22,21,-15.972,-20.4708,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.744,-8.0816,
JFO2840,24.0,18.0,41.0,23.0,25.0,-15.6574,-18.69786,22,17,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-4.84,-14.476,
ASD3348,32.0,13.0,22.0,48.0,25.0,-14.3416842105,-19.5722175439,30,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
DRS0032,45.0,21.0,29.0,28.0,30.0,-16.698,-19.7822,2,1,-17.182,-19.2798,-14.9255135135,-18.5635567568,-16.456,-18.0184,-17.424,-14.1536,
GNE1365,33.0,50.0,22.0,40.0,39.0,-14.6060444444,-19.7306844444,25,23,-15.004,-19.1356,-15.1798119658,-19.8936598291,-16.456,-20.6184,-18.876,-13.0364,
AJO2788,38.0,22.0,38.0,39.0,29.0,-15.609,-18.4751,23,17,-17.424,-18.3136,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-13.4088,
CTB3481,20.0,37.0,33.0,41.0,26.0,-15.5942439024,-20.7487707317,18,16,-16.94,-22.326,-15.0351142857,-20.0305742857,-16.456,-20.6184,-22.264,-30.1896,
GNW3891,18.0,23.0,39.0,41.0,24.0,-14.1286808511,-19.7537702128,25,25,-12.584,-18.3976,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-25.4664,
WCB0801,44.0,15.0,30.0,14.0,25.0,-15.0792888889,-18.9621155556,25,21,-15.488,-16.1632,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.26,-19.894,
JMH0617,49.0,42.0,10.0,49.0,25.0,-15.3589333333,-20.2145066667,23,19,-16.94,-19.726,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-11.272,
SAP3390,19.0,23.0,16.0,18.0,23.0,-15.2747118644,-19.5971389831,32,25,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.456,-16.9784,
LEB1764,42.0,19.0,35.0,32.0,26.0,-14.762,-18.9318,11,10,-15.488,-16.1632,-15.3290048309,-19.4859207729,-16.94,-19.206,-13.552,-14.5328,
KTR3308,43.0,45.0,22.0,36.0,22.0,-15.1855,-19.54195,19,17,-16.456,-21.1384,-15.0351142857,-20.0305742857,-16.456,-20.6184,-23.232,-13.8448,
YNW2855,14.0,15.0,21.0,34.0,28.0,-14.7825084746,-20.3636474576,27,29,-15.972,-21.5108,-15.0351142857,-20.0305742857,-16.456,-20.6184,-11.132,-23.6748,
MBH1370,44.0,38.0,16.0,36.0,28.0,-14.7351111111,-19.8162666667,25,23,-15.004,-19.1356,-15.1798119658,-19.8936598291,-16.456,-20.6184,-18.876,-13.0364,
MCC0856,15.0,16.0,20.0,18.0,27.0,-15.2379333333,-20.71494,26,24,-16.698,-22.2522,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-14.4488,
LCP0344,39.0,34.0,15.0,17.0,24.0,-15.0927333333,-20.6793266667,26,25,-16.698,-22.2522,-15.0351142857,-20.0305742857,-16.456,-20.6184,-8.228,-11.8692,
ISR1477,37.0,12.0,32.0,31.0,32.0,-14.6020338983,-19.2774237288,32,27,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.776,-12.4664,
MJM3657,15.0,21.0,18.0,33.0,24.0,-15.4633898305,-20.6241694915,25,27,-17.908,-24.1812,-15.0351142857,-20.0305742857,-16.456,-20.6184,-9.68,-24.792,
JSR1085,37.0,31.0,38.0,42.0,31.0,-14.8104,-19.7698933333,25,22,-15.972,-19.4308,-15.1798119658,-19.8936598291,-16.456,-20.6184,-10.164,-12.9796,
TJB3511,40.0,37.0,20.0,21.0,34.0,-13.563,-18.7316090909,25,27,-11.374,-16.4686,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-11.842,
XTB3322,39.0,18.0,47.0,12.0,29.0,-14.2992280702,-19.8876912281,29,29,-13.552,-19.2128,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-15.784,
GKN0168,38.0,34.0,17.0,19.0,33.0,0,0,0,0,0,0,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-27.392,
HKR2901,16.0,17.0,24.0,44.0,32.0,-16.6446779661,-20.2969559322,30,20,-17.908,-20.5412,-15.4025108696,-20.250498913,-16.94,-20.766,-12.584,-24.6376,
AHS2348,40.0,41.0,42.0,39.0,38.0,-15.5752786885,-19.5399803279,35,23,-17.424,-18.3136,-14.8882043011,-19.4707172043,-16.456,-19.0584,-7.26,-12.094,
PEB3768,44.0,30.0,12.0,38.0,33.0,-14.4644590164,-19.3205704918,29,31,-15.004,-20.1756,-14.8882043011,-19.4707172043,-16.456,-19.0584,-18.876,-21.3564,
KDA1452,39.0,42.0,43.0,40.0,31.0,-14.3828666667,-18.4608466667,34,30,-15.73,-16.757,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.292,-16.4788,
AIS1082,16.0,33.0,28.0,41.0,23.0,-14.7888888889,-19.7748888889,25,23,-15.004,-19.1356,-15.1798119658,-19.8936598291,-16.456,-20.6184,-10.164,-12.9796,
BJM3236,35.0,43.0,30.0,22.0,32.0,-15.8080645161,-19.5485483871,38,23,-17.424,-17.7936,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
DCB3597,37.0,41.0,33.0,44.0,30.0,-13.6258305085,-18.353959322,35,37,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
GCJ0831,37.0,30.0,15.0,38.0,27.0,-15.0791034483,-20.001262069,25,29,-15.246,-20.2494,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-12.832,
GEB3975,13.0,20.0,20.0,45.0,32.0,-14.0484102564,-19.0308512821,20,20,-14.52,-18.988,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-21.504,
FCS1128,13.0,24.0,40.0,24.0,27.0,-14.6847659574,-19.5361191489,20,23,-15.972,-20.4708,-14.9218758837,-19.382605813,-15.972,-18.9108,-13.552,-14.5328,
DBC1152,47.0,40.0,20.0,16.0,25.0,-16.1087826087,-19.0542521739,25,16,-18.15,-18.535,-14.9218758837,-19.382605813,-15.972,-18.9108,-24.2,-17.26,
MBN3610,42.0,40.0,21.0,10.0,25.0,-13.6340338983,-18.6561220339,34,37,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
WBC1203,30.0,21.0,34.0,21.0,27.0,-14.5282033898,-19.3430440678,31,27,-16.94,-19.206,-14.9218758837,-19.382605813,-15.972,-18.9108,-16.94,-26.486,
GCR2597,19.0,10.0,24.0,35.0,31.0,-14.443,-17.4281545455,30,23,-14.762,-15.9418,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.392,-17.5688,
SMH2222,39.0,23.0,32.0,10.0,21.0,-16.6448780488,-19.483804878,24,14,-18.392,-17.5688,-15.0351142857,-20.0305742857,-16.456,-20.6184,-13.068,-12.3052,
VLF1113,35.0,18.0,19.0,32.0,34.0,-15.3617391304,-19.6855652174,22,22,-15.73,-21.177,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.196,-11.6444,
BNC1497,48.0,30.0,14.0,36.0,25.0,-15.5122,-19.75858,20,20,-15.004,-19.1356,-15.0351142857,-20.0305742857,-16.456,-20.6184,-10.164,-12.4596,
WAJ2412,41.0,34.0,12.0,14.0,22.0,-15.2273846154,-19.6837230769,5,6,-15.972,-22.5508,-15.3290048309,-19.4859207729,-16.94,-19.206,-18.392,-24.3288,
HMB0805,10.0,21.0,19.0,28.0,37.0,-14.3482580645,-19.4388516129,17,15,-16.94,-18.686,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-25.6072,
MLW0296,39.0,16.0,34.0,40.0,31.0,0,0,0,0,0,0,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.812,-18.3068,
CIV0935,16.0,38.0,44.0,19.0,30.0,-15.2023606557,-18.6931409836,37,29,-16.94,-17.126,-14.8882043011,-19.4707172043,-16.456,-19.0584,-8.712,-10.4568,
SHM2429,25.0,19.0,21.0,40.0,41.0,-15.5134736842,-19.2362315789,10,9,-17.424,-19.8736,-15.3290048309,-19.4859207729,-16.94,-19.206,-8.712,-23.4568,
DWC2994,15.0,36.0,20.0,11.0,26.0,-16.819,-23.8491,1,1,-16.94,-25.446,-14.9255135135,-18.5635567568,-16.456,-18.0184,-19.844,-26.3316,
TCG0016,39.0,38.0,30.0,39.0,23.0,0,0,0,0,0,0,-13.552,-23.0261333333,-15.004,-24.8556,-9.68,-9.712,
BWC2534,34.0,39.0,37.0,12.0,27.0,-15.1734,-19.1525933333,33,29,-15.972,-17.6108,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-27.828,
PEV3955,44.0,35.0,37.0,13.0,22.0,-13.9812075472,-19.824445283,24,27,-14.52,-21.068,-15.0351142857,-20.0305742857,-16.456,-20.6184,-16.456,-15.9384,
KKB2094,19.0,22.0,15.0,35.0,43.0,-15.941106383,-19.5652085106,27,16,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-14.0968,
SIW2528,50.0,24.0,25.0,38.0,29.0,-15.1289032258,-18.0833677419,39,28,-16.94,-17.386,-14.9218758837,-19.382605813,-15.972,-18.9108,-22.748,-18.8972,
LBM2142,37.0,21.0,30.0,30.0,22.0,-14.8766315789,-22.0251789474,18,26,-15.972,-23.5908,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-23.4364,
AIF1202,41.0,23.0,33.0,19.0,36.0,-14.5117966102,-19.3556677966,31,27,-16.94,-19.206,-14.9218758837,-19.382605813,-15.972,-18.9108,-16.94,-26.486,
AGW1590,37.0,18.0,40.0,40.0,28.0,-14.4543728814,-19.9374779661,29,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
JIM2988,16.0,19.0,10.0,39.0,31.0,-13.9634,-20.35226,25,31,-13.552,-22.3328,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
HJG3868,47.0,15.0,17.0,23.0,31.0,-14.2110638298,-19.9780425532,24,25,-12.584,-18.3976,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-14.962,
AGL3519,45.0,24.0,23.0,23.0,28.0,-13.706,-18.7515818182,25,26,-11.374,-16.4686,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-11.842,
CSR3225,41.0,21.0,23.0,41.0,37.0,-15.6816,-20.6249066667,20,18,-17.908,-21.0612,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-17.4916,
CTH0737,30.0,37.0,17.0,19.0,34.0,-15.4127111111,-20.5775733333,22,19,-16.94,-21.806,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-23.1412,
KNC3843,18.0,13.0,36.0,39.0,37.0,-9.68,-18.032,1,1,-9.68,-18.032,-14.8882043011,-19.4707172043,-16.456,-19.0584,-18.876,-17.1964,
SGK1941,42.0,40.0,26.0,35.0,30.0,-15.6385777778,-19.8375644444,20,19,-16.94,-20.766,-15.1798119658,-19.8936598291,-16.456,-20.6184,-14.52,-20.028,
CNK1711,43.0,43.0,41.0,28.0,35.0,-15.7248510638,-19.576706383,26,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-23.8292,
QNC3717,37.0,40.0,34.0,22.0,27.0,-15.6574,-20.9121933333,26,23,-16.94,-23.366,-15.4025108696,-20.250498913,-16.94,-20.766,-6.776,-17.6664,
JAW3813,21.0,23.0,16.0,16.0,25.0,-14.52,-19.5250491803,28,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
KHC2129,42.0,25.0,39.0,28.0,36.0,-15.3630967742,-19.1025290323,35,27,-16.698,-18.3522,-14.9218758837,-19.382605813,-15.972,-18.9108,-24.2,-29.22,
BEG3521,45.0,33.0,39.0,28.0,28.0,-13.6914576271,-18.5149898305,34,37,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-21.5244,
AJN1275,34.0,45.0,36.0,43.0,34.0,-14.4685106383,-19.2599574468,21,24,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-18.904,
CAS1702,13.0,20.0,22.0,20.0,30.0,-15.0373793103,-19.4237103448,31,25,-16.94,-19.206,-14.8882043011,-19.4707172043,-16.456,-19.0584,-9.68,-13.872,
